stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id,platform_code
204475,204475,"Sydenham Station, Platform 5",-33.91448616,151.16678713,,204420,1,Level 0,5
204476,204476,"Sydenham Station, Platform 6",-33.91456456,151.16686660,,204420,1,Level 0,6
204481,204481,"Tempe Station, Platform 1",-33.92408228,151.15639289,,204430,2,Level 0,1
204482,204482,"Tempe Station, Platform 2",-33.92411461,151.15650254,,204430,2,Level 0,2
204483,204483,"Tempe Station, Platform 3",-33.92412932,151.15660053,,204430,2,Level 0,3
204484,204484,"Tempe Station, Platform 4",-33.92414366,151.15670931,,204430,2,Level 0,4
2065161,2065161,"Wollstonecraft Station, Platform 1",-33.83193433,151.19179118,,206510,1,Level -1,1
2065162,2065162,"Wollstonecraft Station, Platform 2",-33.83197325,151.19170671,,206510,1,Level -1,2
2069131,2069131,"Roseville Station, Platform 1",-33.78444334,151.17772104,,206910,1,Level 0,1
2069132,2069132,"Roseville Station, Platform 2",-33.78448041,151.17769047,,206910,1,Level 0,2
207261,207261,"Gordon Station, Platform 1",-33.75566323,151.15432769,,207210,1,Level 0,1
207262,207262,"Gordon Station, Platform 2",-33.75571112,151.15424371,,207210,1,Level 0,2
207263,207263,"Gordon Station, Platform 3",-33.75573992,151.15419116,,207210,1,Level 0,3
2074191,2074191,"Warrawee Station, Platform 1",-33.72430033,151.12180148,,207420,1,Level -1,1
2074192,2074192,"Warrawee Station, Platform 2",-33.72432048,151.12173775,,207420,1,Level -1,2
2076241,2076241,"Wahroonga Station, Platform 1",-33.71789588,151.11742994,,207610,1,Level -1,1
2076242,2076242,"Wahroonga Station, Platform 2",-33.71793366,151.11737783,,207610,1,Level -1,2
2077311,2077311,"Waitara Station, Platform 1",-33.71031259,151.10489518,,207710,1,Level 0,1
2077312,2077312,"Waitara Station, Platform 2",-33.71034065,151.10486417,,207710,1,Level 0,2
208181,208181,"Cowan Station, Platform 1",-33.59344874,151.17181159,,208120,2,Level 1,1
208182,208182,"Cowan Station, Platform 2",-33.59345165,151.17172560,,208120,2,Level 1,2
208341,208341,"Hawkesbury River Station, Platform 1",-33.54698131,151.22649612,,208310,1,Level 0,1
208342,208342,"Hawkesbury River Station, Platform 2",-33.54691155,151.22642815,,208310,1,Level 0,2
2114171,2114171,"Denistone Station, Platform 1",-33.79957519,151.08710929,,211410,1,Level -1,1
2114172,2114172,"Denistone Station, Platform 2",-33.79964895,151.08705884,,211410,1,Level -1,2
2114173,2114173,"Denistone Station, Platform 3",-33.79971371,151.08700796,,211410,1,Level -1,3
2114174,2114174,"Denistone Station, Platform 4",-33.79977847,151.08695708,,211410,1,Level -1,4
211991,211991,"Cheltenham Station, Platform 1",-33.75563422,151.07859019,,211920,1,Level -1,1
211992,211992,"Cheltenham Station, Platform 2",-33.75569969,151.07851779,,211920,1,Level -1,2
2120201,2120201,"Pennant Hills Station, Platform 1",-33.73785411,151.07266741,,212020,1,Level -1,1
2120202,2120202,"Pennant Hills Station, Platform 2",-33.73772745,151.07268298,,212020,1,Level -1,2
2137171,2137171,"North Strathfield Station, Platform 1",-33.85907976,151.08819703,,213710,1,Level 0,1
2137172,2137172,"North Strathfield Station, Platform 2",-33.85910134,151.08809006,,213710,1,Level 0,2
2137173,2137173,"North Strathfield Station, Platform 3",-33.85911356,151.08799344,,213710,1,Level 0,3
213881,213881,"Concord West Station, Platform 2",-33.84872885,151.08569446,,213810,1,Level 0,1
213882,213882,"Concord West Station, Platform 3",-33.84873279,151.08557586,,213810,1,Level 0,2
213883,213883,"Concord West Station, Platform 4",-33.84873530,151.08550038,,213810,1,Level 0,3
2141301,2141301,"Berala Station, Platform 1",-33.87182445,151.03237557,,214120,1,Level 1,1
2141302,2141302,"Berala Station, Platform 2",-33.87189465,151.03243289,,214120,1,Level 1,2
2142311,2142311,"Clyde Station, Platform 1",-33.83585443,151.01720730,,214230,2,Level 0,1
2142312,2142312,"Clyde Station, Platform 2",-33.83592886,151.01713520,,214230,2,Level 0,2
2142313,2142313,"Clyde Station, Platform 3",-33.83599360,151.01708425,,214230,2,Level 0,3
2142314,2142314,"Clyde Station, Platform 4",-33.83605869,151.01702251,,214230,2,Level 0,4
2142315,2142315,"Clyde Station, Platform 5",-33.83612378,151.01696078,,214230,2,Level 0,5
2148531,2148531,"Blacktown Station, Platform 1",-33.76813605,150.90801138,,214810,1,Level 0,1
2148532,2148532,"Blacktown Station, Platform 2",-33.76817375,150.90795914,,214810,1,Level 0,2
2148533,2148533,"Blacktown Station, Platform 3",-33.76842513,150.90742029,,214810,1,Level 0,3
2148534,2148534,"Blacktown Station, Platform 4",-33.76849814,150.90739124,,214810,1,Level 0,4
2148535,2148535,"Blacktown Station, Platform 5",-33.76856215,150.90736178,,214810,1,Level 0,5
2148536,2148536,"Blacktown Station, Platform 6",-33.76864348,150.90735469,,214810,1,Level 0,6
2148537,2148537,"Blacktown Station, Platform 7",-33.76869815,150.90733560,,214810,1,Level 0,7
2150401,2150401,"Harris Park Station, Platform 1",-33.82356755,151.00769245,,215010,2,Level 0,1
2150402,2150402,"Harris Park Station, Platform 2",-33.82355166,151.00762693,,215010,2,Level 0,2
2150403,2150403,"Harris Park Station, Platform 3",-33.82352783,151.00752865,,215010,1,Level 0,3
2150404,2150404,"Harris Park Station, Platform 4",-33.82351194,151.00746313,,215010,1,Level 0,4
2163191,2163191,"Carramar Station, Platform 1",-33.88445505,150.96088647,,216330,2,Level 0,1
2163192,2163192,"Carramar Station, Platform 2",-33.88449969,150.96089934,,216330,2,Level 0,2
2170811,2170811,"Casula Station, Platform 1",-33.95028457,150.91176742,,217030,1,Level 0,1
2170812,2170812,"Casula Station, Platform 2",-33.95017247,150.91189204,,217030,1,Level 0,2
2205101,2205101,"Turrella Station, Platform 1",-33.92982862,151.14016717,,220530,1,Level -1,1
2205102,2205102,"Turrella Station, Platform 2",-33.92988223,151.14018058,,220530,1,Level -1,2
2205111,2205111,"Wolli Creek Station, Platform 1",-33.92851440,151.15428465,,220510,1,Level -2,1
2205112,2205112,"Wolli Creek Station, Platform 2",-33.92859572,151.15427780,,220510,1,Level -2,2
2205113,2205113,"Wolli Creek Station, Platform 3",-33.92802634,151.15379614,,220510,1,Level 0,3
2205114,2205114,"Wolli Creek Station, Platform 4",-33.92806950,151.15385228,,220510,1,Level 0,4
220591,220591,"Arncliffe Station, Platform 1",-33.93647990,151.14706202,,220520,1,Level 0,1
220592,220592,"Arncliffe Station, Platform 2",-33.93652877,151.14721573,,220520,1,Level 0,2
220593,220593,"Arncliffe Station, Platform 3",-33.93656938,151.14734742,,220520,1,Level 0,3
220594,220594,"Arncliffe Station, Platform 4",-33.93660209,151.14744630,,220520,1,Level 0,4
2207271,2207271,"Bardwell Park Station, Platform 1",-33.93148115,151.12504943,,220710,2,Level -1,1
2207272,2207272,"Bardwell Park Station, Platform 2",-33.93154303,151.12508485,,220710,2,Level -1,2
2207281,2207281,"Bexley North Station, Platform 1",-33.93749512,151.11363259,,220720,1,Level -1,1
2207282,2207282,"Bexley North Station, Platform 2",-33.93754873,151.11364598,,220720,1,Level -1,2
2208141,2208141,"Kingsgrove Station, Platform 1",-33.94050538,151.10066441,,220810,1,Level -1,1
2208142,2208142,"Kingsgrove Station, Platform 2",-33.94055827,151.10069938,,220810,1,Level -1,2
2209141,2209141,"Beverly Hills Station, Platform 1",-33.94904293,151.08102959,,220910,1,Level -1,1
2209142,2209142,"Beverly Hills Station, Platform 2",-33.94909583,151.08106455,,220910,1,Level -1,2
2209151,2209151,"Narwee Station, Platform 1",-33.94760101,151.07044094,,220920,1,Level 1,1
2209152,2209152,"Narwee Station, Platform 2",-33.94765571,151.07042193,,220920,1,Level 1,2
2210321,2210321,"Riverwood Station, Platform 1",-33.95144825,151.05217883,,221010,1,Level -1,1
2210322,2210322,"Riverwood Station, Platform 2",-33.95151015,151.05221421,,221010,1,Level -1,2
2216161,2216161,"Banksia Station, Platform 1",-33.94503894,151.14039661,,221610,1,Level 1,1
2216162,2216162,"Banksia Station, Platform 2",-33.94507201,151.14048470,,221610,1,Level 1,2
2216163,2216163,"Banksia Station, Platform 3",-33.94510472,151.14058358,,221610,1,Level 1,3
2216164,2216164,"Banksia Station, Platform 4",-33.94513779,151.14067168,,221610,1,Level 1,4
2216172,2216172,"Rockdale Station, Platform 2",-33.95206682,151.13665065,,221620,1,Level 0,2
2216173,2216173,"Rockdale Station, Platform 3",-33.95209953,151.13674954,,221620,1,Level 0,3
2216174,2216174,"Rockdale Station, Platform 4",-33.95214124,151.13684887,,221620,1,Level 0,4
2216175,2216175,"Rockdale Station, Platform 5",-33.95218258,151.13695899,,221620,1,Level 0,5
2217191,2217191,"Kogarah Station, Platform 1",-33.96270132,151.13228948,,221710,1,Level 0,1
2217192,2217192,"Kogarah Station, Platform 2",-33.96271568,151.13239831,,221710,1,Level 0,2
2217193,2217193,"Kogarah Station, Platform 3",-33.96273076,151.13248554,,221710,1,Level 0,3
2217194,2217194,"Kogarah Station, Platform 4",-33.96275484,151.13257322,,221710,1,Level 0,4
221891,221891,"Carlton Station, Platform 1",-33.96815950,151.12430285,,221810,1,Level 0,1
221892,221892,"Carlton Station, Platform 2",-33.96823973,151.12432835,,221810,1,Level 0,2
221893,221893,"Carlton Station, Platform 3",-33.96831997,151.12435386,,221810,1,Level 0,3
221894,221894,"Carlton Station, Platform 4",-33.96840020,151.12437937,,221810,1,Level 0,4
2220351,2220351,"Allawah Station, Platform 1",-33.96951410,151.11426790,,222020,1,Level 0,1
2220352,2220352,"Allawah Station, Platform 2",-33.96956916,151.11423811,,222020,1,Level 0,2
2220353,2220353,"Allawah Station, Platform 3",-33.96967819,151.11421093,,222020,1,Level 0,3
2220354,2220354,"Allawah Station, Platform 4",-33.96975124,151.11418201,,222020,1,Level 0,4
2222131,2222131,"Penshurst Station, Platform 1",-33.96614207,151.08896304,,222210,1,Level -1,1
2222132,2222132,"Penshurst Station, Platform 2",-33.96622267,151.08897772,,222210,1,Level -1,2
2223291,2223291,"Mortdale Station, Platform 1",-33.97093843,151.08101719,,222310,1,Level 0,1
2223292,2223292,"Mortdale Station, Platform 2",-33.97097119,151.08111609,,222310,1,Level 0,2
2223301,2223301,"Oatley Station, Platform 1",-33.98050273,151.07898733,,222320,1,Level 1,1
2223302,2223302,"Oatley Station, Platform 2",-33.98050057,151.07905212,,222320,1,Level 1,2
2226101,2226101,"Como Station, Platform 1",-34.00441857,151.06804757,,222610,1,Level 0,1
2226102,2226102,"Como Station, Platform 2",-34.00437072,151.06813183,,222610,1,Level 0,2
2226111,2226111,"Jannali Station, Platform 1",-34.01595873,151.06457369,,222620,1,Level -1,1
2226112,2226112,"Jannali Station, Platform 2",-34.01595587,151.06466011,,222620,1,Level -1,2
2227101,2227101,"Gymea Station, Platform 1",-34.03492672,151.08543680,,222710,1,Level -1,1
2227102,2227102,"Gymea Station, Platform 2",-34.03484539,151.08544372,,222710,1,Level -1,2
2228131,2228131,"Miranda Station, Platform 1",-34.03631375,151.10220306,,222810,1,Level 1,1
2228132,2228132,"Miranda Station, Platform 2",-34.03621407,151.10221990,,222810,1,Level 1,2
2229221,2229221,"Caringbah Station, Platform 1",-34.04160095,151.12215668,,222910,1,Level -1,1
2229222,2229222,"Caringbah Station, Platform 2",-34.04153761,151.12216444,,222910,1,Level -1,2
2230211,2230211,"Cronulla Station, Platform 1",-34.05549121,151.15138667,,223020,1,Level 0,1
2230212,2230212,"Cronulla Station, Platform 2",-34.05606470,151.15147962,,223020,1,Level 0,2
2230221,2230221,"Woolooware Station, Platform 1",-34.04761828,151.14386924,,223010,1,Level 0,1
2230222,2230222,"Woolooware Station, Platform 2",-34.04756322,151.14389903,,223010,1,Level 0,2
2232271,2232271,"Kirrawee Station, Platform 1",-34.03499836,151.07161958,,223230,1,Level -1,1
2232272,2232272,"Kirrawee Station, Platform 2",-34.03491740,151.07161570,,223230,1,Level -1,2
2250791,2250791,"Gosford Station, Platform 1",-33.42367420,151.34173230,,225040,1,Level 0,1
2250792,2250792,"Gosford Station, Platform 2",-33.42365922,151.34164559,,225040,1,Level 0,2
2250793,2250793,"Gosford Station, Platform 3",-33.42362851,151.34149364,,225040,1,Level 0,3
2250801,2250801,"Lisarow Station, Platform 1",-33.38218825,151.37008922,,225070,1,Level 0,1
2250802,2250802,"Lisarow Station, Platform 2",-33.38212680,151.37004319,,225070,1,Level 0,2
2250811,2250811,"Narara Station, Platform 1",-33.39471176,151.34446701,,2250772,1,Level 0,1
2250812,2250812,"Narara Station, Platform 2",-33.39464131,151.34442053,,2250772,1,Level 0,2
2250821,2250821,"Niagara Park Station, Platform 1",-33.38317857,151.35450262,,225060,1,Level 0,1
2250822,2250822,"Niagara Park Station, Platform 2",-33.38313549,151.35444677,,225060,1,Level 0,2
2250831,2250831,"Point Clare Station, Platform 1",-33.44624814,151.32846833,,225030,1,Level 1,1
2250832,2250832,"Point Clare Station, Platform 2",-33.44622416,151.32838116,,225030,1,Level 1,2
2250841,2250841,"Tascott Station, Platform 1",-33.45096253,151.31860003,,225020,2,Level 1,1
2250842,2250842,"Tascott Station, Platform 2",-33.45091007,151.31855443,,225020,2,Level 1,2
2256451,2256451,"Koolewong Station, Platform 1",-33.46623735,151.31849886,,225620,2,Level 0,1
2256452,2256452,"Koolewong Station, Platform 2",-33.46625834,151.31841390,,225620,2,Level 0,2
2256461,2256461,"Wondabyne Station, Platform 1",-33.49213475,151.25705268,,225010,2,Level 0,1
2256462,2256462,"Wondabyne Station, Platform 2",-33.49215680,151.25693548,,225010,2,Level 0,2
2256471,2256471,"Woy Woy Station, Platform 1",-33.48532326,151.32355492,,225610,1,Level 0,1
2256472,2256472,"Woy Woy Station, Platform 2",-33.48529028,151.32346726,,225610,1,Level 0,2
2258111,2258111,"Ourimbah Station, Platform 1",-33.35966699,151.37002394,,225810,1,Level 0,1
2258112,2258112,"Ourimbah Station, Platform 2",-33.35968838,151.36992839,,225810,1,Level 0,2
2259911,2259911,"Tuggerah Station, Platform 1",-33.30774040,151.42024906,,225910,1,Level 0,1
2259912,2259912,"Tuggerah Station, Platform 2",-33.30773446,151.42016292,,225910,1,Level 0,2
2259921,2259921,"Warnervale Station, Platform 1",-33.24742149,151.44880191,,225930,2,Level 0,1
2259922,2259922,"Warnervale Station, Platform 2",-33.24736046,151.44874520,,225930,2,Level 0,2
2259931,2259931,"Wyee Station, Platform 1",-33.18015887,151.48714358,,225940,1,Level 0,1
2259932,2259932,"Wyee Station, Platform 2",-33.18016235,151.48704733,,225940,1,Level 0,2
2259941,2259941,"Wyong Station, Platform 1",-33.28543135,151.42536481,,225920,1,Level 0,1
2259942,2259942,"Wyong Station, Platform 2",-33.28540743,151.42527778,,225920,1,Level 0,2
2259943,2259943,"Wyong Station, Platform 3",-33.28540149,151.42519167,,225920,1,Level 0,3
2264191,2264191,"Dora Creek Station, Platform 1",-33.08382285,151.50094141,,226420,2,Level 0,1
2264192,2264192,"Dora Creek Station, Platform 2",-33.08380796,151.50085504,,226420,2,Level 0,2
2264201,2264201,"Morisset Station, Platform 1",-33.10903527,151.48807760,,226410,1,Level 0,1
2264202,2264202,"Morisset Station, Platform 2",-33.10897386,151.48803165,,226410,1,Level 0,2
2283221,2283221,"Awaba Station, Platform 1",-33.01301514,151.54206140,,228310,2,Level 0,1
2283222,2283222,"Awaba Station, Platform 2",-33.01293422,151.54205725,,228310,2,Level 0,2
2283231,2283231,"Fassifern Station, Platform 1",-32.98557174,151.58101495,,228330,1,Level 0,1
2283232,2283232,"Fassifern Station, Platform 2",-32.98555729,151.58091800,,228330,1,Level 0,2
2284161,2284161,"Booragul Station, Platform 1",-32.97160142,151.60491565,,228410,2,Level 0,1
2284162,2284162,"Booragul Station, Platform 2",-32.97164015,151.60484285,,228410,2,Level 0,2
2284171,2284171,"Cockle Creek Station, Platform 1",-32.94271580,151.62377764,,228430,2,Level 0,1
2284172,2284172,"Cockle Creek Station, Platform 2",-32.94263527,151.62376275,,228430,2,Level 0,2
2284181,2284181,"Teralba Station, Platform 1",-32.96246735,151.60368203,,228420,2,Level 0,1
2284182,2284182,"Teralba Station, Platform 2",-32.96237002,151.60363423,,228420,2,Level 0,2
2285361,2285361,"Cardiff Station, Platform 1",-32.94153694,151.66268900,,228520,1,Level 0,1
2285362,2285362,"Cardiff Station, Platform 2",-32.94149818,151.66276174,,228520,1,Level 0,2
2289331,2289331,"Adamstown Station, Platform 1",-32.93368788,151.72022659,,228920,1,Level 0,1
2289332,2289332,"Adamstown Station, Platform 2",-32.93359879,151.72020048,,228920,1,Level 0,2
2289341,2289341,"Kotara Station, Platform 1",-32.94160062,151.69794665,,228910,2,Level 0,1
2289342,2289342,"Kotara Station, Platform 2",-32.94154708,151.69793313,,228910,2,Level 0,2
229271,229271,"Broadmeadow Station, Platform 1",-32.92282576,151.73492169,,229210,1,Level 0,1
229272,229272,"Broadmeadow Station, Platform 2",-32.92277466,151.73484420,,229210,1,Level 0,2
229351,229351,"Newcastle Interchange, Platform 1",-32.92404661,151.75893270,,229310,1,Level 0,1
229352,229352,"Newcastle Interchange, Platform 2",-32.92396245,151.75901363,,229310,1,Level 0,2
229354,229354,"Newcastle Interchange, Platform 3",-32.92393467,151.75903350,,229310,1,Level 0,3
2303151,2303151,"Hamilton Station, Platform 1",-32.91855070,151.74856676,,230310,1,Level 0,1
2303152,2303152,"Hamilton Station, Platform 2",-32.91834759,151.74845977,,230310,1,Level 0,2
2500371,2500371,"Coniston Station, Platform 1",-34.43774496,150.88521917,,250030,2,Level 0,1
2500372,2500372,"Coniston Station, Platform 2",-34.43779687,150.88528683,,250030,2,Level 0,2
2500381,2500381,"Lysaghts Station, Platform 1",-34.45482392,150.87603613,,250510,2,Level 0,1
2500391,2500391,"North Wollongong Station, Platform 1",-34.41232041,150.89132583,,250010,1,Level 0,1
2500392,2500392,"North Wollongong Station, Platform 2",-34.41232595,150.89143481,,250010,1,Level 0,2
2500401,2500401,"Wollongong Station, Platform 1",-34.42707339,150.88813914,,250020,1,Level 0,1
2500402,2500402,"Wollongong Station, Platform 2",-34.42695193,150.88827488,,250020,1,Level 0,2
2505101,2505101,"Port Kembla North Station, Platform 1",-34.47269937,150.88742844,,250530,2,Level 0,1
2505111,2505111,"Port Kembla Station, Platform 1",-34.47717006,150.90262984,,250540,1,Level 0,1
250581,250581,"Cringila Station, Platform 1",-34.46717597,150.87835951,,250520,2,Level 0,1
250582,250582,"Cringila Station, Platform 2",-34.46711957,150.87843306,,250520,2,Level 0,2
250592,250592,"Lysaghts Station, Platform 2",-34.45446160,150.87609551,,250510,2,Level 0,2
2508151,2508151,"Coalcliff Station, Platform 1",-34.24220068,150.97725645,,250850,2,Level 0,1
2508152,2508152,"Coalcliff Station, Platform 2",-34.24227125,150.97730317,,250850,2,Level 0,2
2508171,2508171,"Otford Station, Platform 1",-34.21071816,151.00571961,,250830,2,Level 0,1
2508172,2508172,"Otford Station, Platform 2",-34.21062798,151.00599733,,250830,2,Level 0,2
2508181,2508181,"Stanwell Park Station, Platform 1",-34.22633546,150.98106543,,250840,2,Level 0,1
2508182,2508182,"Stanwell Park Station, Platform 2",-34.22638697,150.98114379,,250840,2,Level 0,2
2515111,2515111,"Austinmer Station, Platform 1",-34.30648727,150.92913629,,251540,2,Level 0,1
2515112,2515112,"Austinmer Station, Platform 2",-34.30645505,150.92929766,,251540,2,Level 0,2
2515121,2515121,"Coledale Station, Platform 1",-34.28946325,150.94322629,,251530,2,Level -2,1
2515122,2515122,"Coledale Station, Platform 2",-34.28951479,150.94330470,,251530,2,Level -2,2
2515131,2515131,"Scarborough Station, Platform 1",-34.26536267,150.96544413,,251510,2,Level -1,1
2515132,2515132,"Scarborough Station, Platform 2",-34.26541349,150.96554419,,251510,2,Level -1,2
2515141,2515141,"Thirroul Station, Platform 1",-34.31799902,150.91886782,,251550,1,Level 0,1
2515142,2515142,"Thirroul Station, Platform 2",-34.31803258,150.91894540,,251550,1,Level 0,2
2515143,2515143,"Thirroul Station, Platform 3",-34.31807478,150.91903425,,251550,1,Level 0,3
2515151,2515151,"Wombarra Station, Platform 1",-34.27562901,150.95336845,,251520,2,Level -1,1
2515152,2515152,"Wombarra Station, Platform 2",-34.27567155,150.95344643,,251520,2,Level -1,2
251671,251671,"Bulli Station, Platform 1",-34.33435050,150.91474132,,251610,1,Level 0,1
251672,251672,"Bulli Station, Platform 2",-34.33425636,150.91486729,,251610,1,Level 0,2
251781,251781,"Woonona Station, Platform 1",-34.34954733,150.91515533,,251710,1,Level 0,1
251782,251782,"Woonona Station, Platform 2",-34.34956255,150.91524295,,251710,1,Level 0,2
2518141,2518141,"Corrimal Station, Platform 1",-34.37552615,150.90498742,,251820,1,Level 0,1
2518142,2518142,"Corrimal Station, Platform 2",-34.37546800,150.90511512,,251820,1,Level 0,2
2519131,2519131,"Fairy Meadow Station, Platform 1",-34.39528273,150.89636227,,251910,1,Level 0,1
